"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV1","DESeq2",305.682348552407,-1.7421115195952,0.74238299649146,-2.34664792678241,0.0189431450427046,0.03192270738678,"deseq2",0.03192270738678,-1.7421115195952,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1010","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635501,4.61159156537777,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,NA,"ASV1010",4.61159156537777,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1010","DESeq2",110.910509547658,11.5645261647363,2.03406500309285,5.68542605430607,1.30486936605552e-08,3.37537160198893e-07,"deseq2",3.37537160198893e-07,11.5645261647363,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV102","DESeq2",179.065129495492,7.82515421284693,3.13775004682258,2.4938743035861,0.0126357281508501,0.0221125242639876,"deseq2",0.0221125242639876,7.82515421284693,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1030","DESeq2",27.798506850027,-6.68442100814342,2.24056620274763,-2.98336241970723,0.00285100179889887,0.00782547184723515,"deseq2",0.00782547184723515,-6.68442100814342,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV104","DESeq2",66.5797047893422,4.34261199149052,4.05881847286935,1.06992022937664,0.284655216586931,0.336410710511828,"deseq2",0.336410710511828,4.34261199149052,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV111","DESeq2",48.526537982949,-7.47099451912368,4.22739228782711,-1.76728205249288,0.0771810040223903,0.121094333897199,"deseq2",0.121094333897199,-7.47099451912368,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1133","DESeq2",52.9992451965705,-7.59544663737151,2.54435910557758,-2.98521015399173,0.00283383558905691,0.00782547184723515,"deseq2",0.00782547184723515,-7.59544663737151,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV116","DESeq2",45.2280724372632,-19.5540583067315,5.65001428723216,-3.46088652393667,0.000538399708103796,0.00288202196690856,"deseq2",0.00288202196690856,-19.5540583067315,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1194","DESeq2",41.9674073296242,-7.25932402419659,2.77896108873487,-2.61224385387182,0.00899500689488872,0.0170530339048932,"deseq2",0.0170530339048932,-7.25932402419659,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1218","DESeq2",41.2526787823919,-1.64857388679125,1.79626115612553,-0.917780736486652,0.358733669310887,0.411549556747294,"deseq2",0.411549556747294,-1.64857388679125,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1232","DESeq2",35.2330669872399,-7.00831702650316,4.25702581774951,-1.6462942266599,0.0997031975426298,0.136425896531609,"deseq2",0.136425896531609,-7.00831702650316,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1233","DESeq2",45.066828535106,-7.35521977337715,2.22149329151717,-3.3109349469851,0.000929848223211781,0.00384619037783055,"deseq2",0.00384619037783055,-7.35521977337715,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1253","DESeq2",45.4417523071613,-7.36806283465898,2.18636969030897,-3.36999861794542,0.000751685606847177,0.00360017843279437,"deseq2",0.00360017843279437,-7.36806283465898,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV13","DESeq2",77.0996478239549,-8.13860480939,2.16618089152588,-3.75712150413121,0.000171879053985883,0.00127693614648368,"deseq2",0.00127693614648368,-8.13860480939,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1328","DESeq2",39.1871776542448,-7.15445099605333,2.66245596448111,-2.68716218840737,0.00720619526782513,0.0142557341167845,"deseq2",0.0142557341167845,-7.15445099605333,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1334","DESeq2",25.8791135886557,-6.58163285079104,2.23107588994362,-2.94998161221551,0.00317792842340521,0.00812967359292785,"deseq2",0.00812967359292785,-6.58163285079104,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1387","DESeq2",38.5946004391007,1.29057082561145,1.44055477542611,0.895884590872084,0.370314404758497,0.41603223250646,"deseq2",0.41603223250646,1.29057082561145,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1407","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635501,4.30454684537099,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Fokiniaceae","MD3-55",NA,"ASV1407",4.30454684537099,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1407","DESeq2",62.3871616205575,10.7344282394674,2.53864348822186,4.22841107436717,2.353475008331e-05,0.000356943709596869,"deseq2",0.000356943709596869,10.7344282394674,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Fokiniaceae","MD3-55",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV141","DESeq2",21.9303350208362,-6.32103888753105,2.22758519038363,-2.83761937133478,0.00454513477025423,0.0100877593580275,"deseq2",0.0100877593580275,-6.32103888753105,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1415","DESeq2",37.8138121955369,-7.10063562941718,2.386256956149,-2.97563747739739,0.00292380266819775,0.00782547184723515,"deseq2",0.00782547184723515,-7.10063562941718,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1498","DESeq2",24.5403990626554,-6.47184022973029,2.31996169829908,-2.78963236094597,0.00527679224972632,0.0106708465494466,"deseq2",0.0106708465494466,-6.47184022973029,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1510","DESeq2",33.5527188540301,-6.92597232609848,2.27196325383536,-3.04845261665504,0.002300231848315,0.00735696068855772,"deseq2",0.00735696068855772,-6.92597232609848,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV160","DESeq2",87.2122205431434,-2.18180143492262,0.745960152466455,-2.92482303204625,0.00344652160298894,0.00847658015870252,"deseq2",0.00847658015870252,-2.18180143492262,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV169","DESeq2",50.8465258907928,-2.19086736757244,3.15090147543078,-0.695314463068988,0.486858252348895,0.533784348960836,"deseq2",0.533784348960836,-2.19086736757244,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1733","DESeq2",32.9901714954099,-6.9016039653192,2.25557589279243,-3.05979682943629,0.0022148718664485,0.00735696068855772,"deseq2",0.00735696068855772,-6.9016039653192,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV175","DESeq2",168.311886294558,-9.26677627172859,2.25847506536166,-4.10311205726978,4.07629693182305e-05,0.000529918601136996,"deseq2",0.000529918601136996,-9.26677627172859,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV178","DESeq2",71.3122980679164,5.59194221271435,1.68219736483748,3.32418914070443,0.000886760323025805,0.00384262806644516,"deseq2",0.00384262806644516,5.59194221271435,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV180","DESeq2",53.0462341274282,-7.59569957480282,2.66773822454233,-2.8472432208396,0.00440996551296692,0.0100877593580275,"deseq2",0.0100877593580275,-7.59569957480282,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1836","DESeq2",40.4398109701496,-7.21098710702747,4.05578178808608,-1.77795243526411,0.0754116671970358,0.120394065174215,"deseq2",0.120394065174215,-7.21098710702747,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV192","DESeq2",52.7784429553361,3.0391296292041,2.74616362933156,1.10668191681785,0.268431476354475,0.325696857976763,"deseq2",0.325696857976763,3.0391296292041,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV2","DESeq2",52.5619093880915,0.233501885376255,0.677385882175536,0.344710292199072,0.730312179820565,0.746723689479454,"deseq2",0.746723689479454,0.233501885376255,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV20","DESeq2",71.3133061364038,-0.408416100893778,0.66176414878735,-0.61716262756479,0.537127463481304,0.575070697059092,"deseq2",0.575070697059092,-0.408416100893778,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV223","DESeq2",102.077189092395,-8.55052967534405,2.25704218021524,-3.78837832553428,0.000151633823551445,0.00127693614648368,"deseq2",0.00127693614648368,-8.55052967534405,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV2303","DESeq2",34.433901174552,-6.97660941531073,4.22953760489868,-1.64949695853995,0.0990458657677487,0.136425896531609,"deseq2",0.136425896531609,-6.97660941531073,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV236","DESeq2",122.940921129258,-1.6391626378619,3.0630333772277,-0.535143576967965,0.592550578788773,0.627001193834632,"deseq2",0.627001193834632,-1.6391626378619,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV24","DESeq2",309.942695078987,-10.1486698871926,2.63629771075003,-3.84959173837208,0.000118314865106827,0.00127693614648368,"deseq2",0.00127693614648368,-10.1486698871926,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
