"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.S.2","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV1733","DESeq2",29.3244575511779,-7.72615529629614,1.81520224180418,-4.25636059628095,2.07781490479485e-05,7.24253312723753e-05,"deseq2",7.24253312723753e-05,-7.72615529629614,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00397575379457161,0,"control",0.00397575379457161,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,"Tateyamaria",4.14010950966323
"ASV175","DESeq2",146.699483009516,-10.0585368038045,1.75017705444536,-5.74715385409513,9.07581417119744e-09,2.88703811338457e-07,"deseq2",2.88703811338457e-07,-10.0585368038045,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0201835129798666,0,"control",0.0201835129798666,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",6.53954748272013
"ASV178","DESeq2",74.8637454878592,4.93593225681501,1.25374159585179,3.93696139072545,8.25198775431161e-05,0.00023408058534344,"deseq2",0.00023408058534344,4.93593225681501,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.000455857443837565,0.0154855185074111,"contrast",0.0154855185074111,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,3.63063460521779
"ASV180","DESeq2",60.2006072775273,-1.39531585634659,1.27334691060396,-1.09578610881836,0.273172388970137,0.306935268505772,"deseq2",0.306935268505772,-1.39531585634659,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00651120882563335,0.00281983938735759,"control",0.00651120882563335,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,"Pseudoalteromonas",0.512953205939601
"ASV1836","DESeq2",33.936941793878,-7.94808357969146,3.72610621817207,-2.13308024900873,0.0329181437109492,0.0498759753196201,"deseq2",0.0498759753196201,-7.94808357969146,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00475929225851361,0,"control",0.00475929225851361,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,"Alcanivorax",1.30210859863778
"ASV192","DESeq2",49.4698857784382,2.1171022544251,2.0941812562276,1.01094508802872,0.31204271239629,0.339176861300316,"deseq2",0.339176861300316,2.1171022544251,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00173805035661656,0.00793057486724162,"contrast",0.00793057486724162,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,"NS2b marine group",0.469573783043732
"ASV2","DESeq2",37.1439477902274,-2.24431978072065,1.72657811292597,-1.2998657656544,0.193646980287162,0.230532119389478,"deseq2",0.230532119389478,-2.24431978072065,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00446230148378429,0.00117233294255569,"control",0.00446230148378429,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus","Prochlorococcus MIT9313",0.637268557034373
"ASV20","DESeq2",65.0775341820752,-1.06003190781987,0.617036915956168,-1.71793920332503,0.0858077051667601,0.108617348312355,"deseq2",0.108617348312355,-1.06003190781987,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00676687792174908,0.00337062382047251,"control",0.00676687792174908,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.964100803894423
"ASV21","DESeq2",34.9864165068977,0.185213450323021,0.872190562542603,0.21235433892232,0.831830605620227,0.840232934969927,"deseq2",0.840232934969927,0.185213450323021,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0027272770149873,0.00341606308181188,"contrast",0.00341606308181188,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,NA,0.0756002992377227
"ASV211","DESeq2",31.0720112843296,3.04943811888927,1.47469688507362,2.06784061847193,0.0386550127832711,0.0576940489302553,"deseq2",0.0576940489302553,3.04943811888927,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.000646503097116671,0.00604617840665716,"contrast",0.00604617840665716,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,"NS4 marine group",1.23886898147238
