"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.DOR1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV795","DESeq2",72.1181152647458,-8.24564425212824,1.41601949551227,-5.82287703335514,5.78431151532657e-09,3.07481822656833e-08,"deseq2",3.07481822656833e-08,-8.24564425212824,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0096270898752598,0,"control",0.0096270898752598,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA,"Fabibacter",7.51218055323221
"ASV81","DESeq2",85.283691999994,-8.02834085618651,1.69121293017017,-4.73679333048849,2.17126386174966e-06,5.34872317162721e-06,"deseq2",5.34872317162721e-06,-8.02834085618651,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0108221510595221,0,"control",0.0108221510595221,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",5.27174987885687
"ASV814","DESeq2",40.2838121241898,7.66739487987037,1.26845567792493,5.80556783870925,6.4148224819e-09,3.2394853533595e-08,"deseq2",3.2394853533595e-08,7.66739487987037,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",1.26291328837362e-05,0.00695084667245495,"contrast",0.00695084667245495,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,"Oleiphilus",7.48952397928387
"ASV829","DESeq2",24.4492471752178,-6.39053801064569,1.75511145827771,-3.6316312893371,0.000281635315517218,0.000482121472326084,"deseq2",0.000482121472326084,-6.39053801064569,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00309180186723967,0,"control",0.00309180186723967,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA,"Thalassotalea",3.31684352583899
"ASV853","DESeq2",37.436722007951,-0.765963351864191,0.827080378912122,-0.925919870882919,0.354487623822652,0.38498118286116,"deseq2",0.38498118286116,-0.765963351864191,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00355412956904081,0.00180535010843753,"control",0.00355412956904081,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,NA,0.414560497450669
"ASV861","DESeq2",25.8813701222241,-6.81293329709378,1.51208072739751,-4.50402578404848,6.66781111852358e-06,1.46401939776279e-05,"deseq2",1.46401939776279e-05,-6.81293329709378,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00333160886421632,0,"control",0.00333160886421632,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",NA,"Aestuariibacter",4.83445316898423
"ASV882","DESeq2",30.9607239909162,-6.95536656972424,1.56715564956481,-4.43568229026144,9.17811271030215e-06,1.8918150688582e-05,"deseq2",1.8918150688582e-05,-6.95536656972424,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0039618440054642,0,"control",0.0039618440054642,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,"Dokdonia",4.7231213195726
"ASV901","DESeq2",42.1072369305991,1.3027242925295,1.64204408291477,0.792274041714859,0.428200904128242,0.460088205499494,"deseq2",0.460088205499494,1.3027242925295,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00195717461632374,0.00473306518711283,"contrast",0.00473306518711283,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",0.337158899863093
"ASV92","DESeq2",36.8719048477685,-6.91574106369587,1.73202980115105,-3.98414839751571,6.77225448630624e-05,0.000119999597038058,"deseq2",0.000119999597038058,-6.91574106369587,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00494468500669714,0,"control",0.00494468500669714,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA,"Coraliomargarita",3.92082021232272
"ASV976","DESeq2",27.8140198444812,-1.94389168127711,1.35919234998953,-1.43015150520095,0.152673540412161,0.177241696340555,"deseq2",0.177241696340555,-1.94389168127711,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0032299277838701,0.000658327847267939,"control",0.0032299277838701,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA,"Erythrobacter",0.751434102085376
