"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV34","DESeq2",55.0531940132599,0.0302419583353809,0.980807779727658,0.0308344941645227,0.975401531125813,0.986613042977834,"deseq2",0.986613042977834,0.0302419583353809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00517273491754979,0.00180818747287719,"control",0.00517273491754979,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,0.00585314748338642
"ASV343","DESeq2",36.412677626774,-1.73471614490482,2.52348170095246,-3.45159079637309,0.000557292215126483,0.00350297963793789,"deseq2",0.00350297963793789,-1.73471614490482,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00430653431335404,0,"control",0.00430653431335404,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",2.45556238713475
"ASV347","DESeq2",27.1818255481111,-2.47689800863768,2.50412984549623,-1.35542121194833,0.175283395178898,0.230222966802135,"deseq2",0.230222966802135,-2.47689800863768,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00319758793963138,0,"control",0.00319758793963138,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","genovensis","Alteromonas",0.637851353782239
"ASV354","DESeq2",21.3294170643336,-2.49427332503494,2.50219498141208,-1.29594215533195,0.194995414358042,0.245137092335824,"deseq2",0.245137092335824,-2.49427332503494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00244422517136552,0,"control",0.00244422517136552,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.610590969539597
"ASV357","DESeq2",54.2474041553086,4.00648229052174,1.96466504668347,1.9959616669858,0.0459380954433269,0.0709219719125047,"deseq2",0.0709219719125047,4.00648229052174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000591911150178598,0.0063648199045277,"contrast",0.0063648199045277,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,"Dokdonia",1.14921919779174
"ASV363","DESeq2",112.681691265933,9.06250468927922,2.29850191122396,3.56165003858186,0.000368531405755888,0.00342636838133228,"deseq2",0.00342636838133228,9.06250468927922,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0,0.0146101547808477,"contrast",0.0146101547808477,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax","nanhaiticus","Alcanivorax",2.46516594628026
"ASV37","DESeq2",45.5140289096681,0.0572150038789806,1.06014275212301,0.0539724303645198,0.956957129597245,0.979211946564623,"deseq2",0.979211946564623,0.0572150038789806,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00419762075933019,0.00151887747721684,"control",0.00419762075933019,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",0.00912329669417982
"ASV383","DESeq2",89.605574998623,-6.75105794784105,1.920241124803,-3.51491215012056,0.000439899482330727,0.00342636838133228,"deseq2",0.00342636838133228,-6.75105794784105,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0115377206435627,0,"control",0.0115377206435627,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",2.46516594628026
"ASV39","DESeq2",33.3068769614832,-1.03497374092179,1.20749149546569,-0.85546200462467,0.392295430199757,0.436987314652894,"deseq2",0.436987314652894,-1.03497374092179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00358986013560726,0.0005786199913207,"control",0.00358986013560726,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,"Candidatus Actinomarina",0.359531170023197
"ASV4","DESeq2",157.475308771571,-7.57290078645875,1.84619479809358,-4.10154673646757,4.10397591171844e-05,0.00120383293410407,"deseq2",0.00120383293410407,-7.57290078645875,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0195553223042447,0,"control",0.0195553223042447,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",2.91943377954918
"ASV42","DESeq2",21.4708421469595,-4.62776197211339,2.17887255389385,-2.11979456323488,0.0340233740056453,0.0564916398584299,"deseq2",0.0564916398584299,-4.62776197211339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00257987048556374,0,"control",0.00257987048556374,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA,"Marinomonas",1.24801581823357
