"TaxaID","rab.all","rab.win.control","rab.win.S-2","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV42",-0.171260213862283,0.374810190879228,-2.7018611199926,-3.57301231575154,2.62429235600964,-1.3042633645301,0.0697757370552277,0.204085874682741,0.644791615049576,0.2859375,0.611367445292879,"ALDEx2",0.644791615049576,-1.3042633645301,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA
"ASV45",1.84754466036602,1.84754466036602,2.60069211233859,-0.173057044046558,4.19125102063934,0.00332896696335574,0.5,0.832410146860909,1,0.796874999999998,0.99985119047619,"ALDEx2",1,0.00332896696335574,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV47",-1.13399169407489,1.70583490734877,-3.09581232554639,-3.39714293033698,5.20344713776199,-0.723643340473916,0.210939708203646,0.470654907750137,0.860271063149031,0.56875,0.892170233369636,"ALDEx2",0.860271063149031,-0.723643340473916,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV49",2.66166560465375,3.94256926019392,-2.92547117781156,-7.425575304997,3.43478830599834,-2.16230852825246,0.000547999460257121,0.0836097914856154,0.438820292578623,0.2,0.531993710124935,"ALDEx2",0.438820292578623,-2.16230852825246,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV50",0.0950290042222122,0.966819756015619,-2.88668296481593,-5.02740290803511,3.47600589480518,-1.42845732949633,0.0310272461563087,0.152674243706297,0.597471601210927,0.2265625,0.566003087820488,"ALDEx2",0.597471601210927,-1.42845732949633,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA
"ASV51",1.41888161144507,1.63315867225803,-2.48642389019369,-4.08991685752006,2.49331854914178,-1.82547821027484,0.00782930484115282,0.182504758750916,0.610642294597802,0.209375,0.53914244539867,"ALDEx2",0.610642294597802,-1.82547821027484,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV53",1.52623053905924,2.69516299825544,-2.7275736168774,-6.20702013166088,3.86049135464989,-1.69378435446888,0.000547999460257121,0.0998001308771021,0.504250224296516,0.2,0.531993710124935,"ALDEx2",0.504250224296516,-1.69378435446888,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV56",-0.018188799493756,2.0957384943934,-2.7955045168907,-4.86717387191574,3.3897588674717,-1.38334908806166,0.0390780901701758,0.15592945854982,0.584608270333138,0.2390625,0.599415894496324,"ALDEx2",0.584608270333138,-1.38334908806166,FALSE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA
"ASV60",0.228223115539659,-4.4186000380063,4.90953454865979,9.04589635237608,3.90067423080811,2.33028992676388,0.000547999460257121,0.0680279056617088,0.283339319003763,0,0,"ALDEx2",0.283339319003763,2.33028992676388,FALSE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA
"ASV62",2.18738774767381,1.51114210641829,8.5102598126191,7.20109905039492,1.33940348204889,5.13908918661398,0.000547999460257121,0.015110484367115,0.154423367965829,0,0,"ALDEx2",0.154423367965829,5.13908918661398,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA
"ASV64",2.94822405039764,-0.267180572476954,5.39904691187325,5.68789264094183,1.43951116405634,2.78071412220894,0.000547999460257121,0.062808070387108,0.270387161331621,0,0,"ALDEx2",0.270387161331621,2.78071412220894,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV66",3.05209649137442,2.63895558075009,6.58011591096619,4.09692845062583,1.00347728394316,4.17318579773604,0.000547999460257121,0.035991847188833,0.204884446647505,0,0,"ALDEx2",0.204884446647505,4.17318579773604,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA
"ASV71",1.2619327763788,-0.72959017434868,5.13993224284578,5.87752342209675,3.01627064867362,2.0962747320779,0.000547999460257121,0.105349311106598,0.378010772057086,0,0,"ALDEx2",0.378010772057086,2.0962747320779,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV72",0.788180855285065,0.769918907880109,1.96453856715059,1.47802536652376,6.19693694335616,0.232972515061126,0.395349385268813,0.762337481173306,0.997616061356535,0.529687499999999,0.969593021525396,"ALDEx2",0.997616061356535,0.232972515061126,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA
"ASV76",4.67779716119797,5.21321049834193,-2.92675035174409,-8.15409199804211,2.93878584058868,-3.0763414619561,0.000547999460257121,0.0984088421735053,0.458778851835303,0.2,0.531993710124935,"ALDEx2",0.458778851835303,-3.0763414619561,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV81",1.43161526620064,1.79361223090767,-2.89161673584889,-5.73476051592194,3.07852443831869,-1.74354921646696,0.00782930484115282,0.131928486846549,0.538985017058808,0.2046875,0.540206789087856,"ALDEx2",0.538985017058808,-1.74354921646696,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA
"ASV92",2.86895750210904,2.02387127562287,7.82436885884689,5.99523336333973,1.24317314522591,4.8770510129474,0.000547999460257121,0.0210583039326911,0.164898039205955,0,0,"ALDEx2",0.164898039205955,4.8770510129474,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA
"ASV100",-4.79592436828255,-6.21205424552992,3.96883551595206,10.3641142613027,8.44497587432318,1.20380351363974,0.0859442004378223,0.345859553162753,0.846072108910159,0.1375,0.274889871730447,"ALDEx2",0.846072108910159,1.20380351363974,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV102",-0.848092207582329,-4.69464864209277,8.55861146635841,13.1561040113084,3.40170598586279,3.68774351428665,0.000547999460257121,0.0295650414499179,0.187846505711358,0,0,"ALDEx2",0.187846505711358,3.68774351428665,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV104",1.47116790560438,-5.04542106627859,6.09135508739746,11.1149786424641,4.57131578440591,2.19030257835988,0.000547999460257121,0.0763523428381853,0.305480193212181,0,0,"ALDEx2",0.305480193212181,2.19030257835988,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA
"ASV111",2.25376221360467,2.25376221360467,2.96057780146119,2.17567457317177,8.0403086929357,0.25358390078144,0.356589929803013,0.766693240486603,1,0.443749999999999,0.985222181323198,"ALDEx2",1,0.25358390078144,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV116",-3.4070941993643,-4.17833270617364,-2.74148093606571,0.979057765035116,6.92303957985782,0.130327313734896,0.457364556151575,0.825699171109282,0.990673541361595,0.68125,0.988872025906909,"ALDEx2",0.990673541361595,0.130327313734896,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA
"ASV118",1.60726605071857,-0.124097314209335,5.51187960594408,5.63308291619928,1.1112955404468,4.37478732028656,0.000547999460257121,0.019318739866224,0.161985484526612,0,0,"ALDEx2",0.161985484526612,4.37478732028656,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV126",-5.03668330359136,-6.33700824500153,4.3307592375217,11.1198720575589,8.71017545634423,1.21406274160063,0.116283743887406,0.392428402386854,0.892889780595013,0.1734375,0.318821890274299,"ALDEx2",0.892889780595013,1.21406274160063,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella",NA
"ASV138",-3.87590998286193,-6.18200558193571,6.80622611241934,12.8176724980631,3.1297172789598,4.30293743358879,0.000547999460257121,0.0151688644455996,0.138720089621107,0,0,"ALDEx2",0.138720089621107,4.30293743358879,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV141",0.234045442550865,1.3265576532119,-2.80393377110955,-3.92346144758726,2.5134089285718,-1.51676557208704,0.0310272461563087,0.166807868836487,0.576815519736468,0.2171875,0.563539996400622,"ALDEx2",0.576815519736468,-1.51676557208704,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV160",2.63232918080503,2.86075436096774,-2.9647245743657,-5.90455166558676,2.67927889775325,-2.3916803580521,0.000547999460257121,0.130692530929856,0.509955555598115,0.2,0.531993710124935,"ALDEx2",0.509955555598115,-2.3916803580521,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis"
"ASV169",-0.408637320321765,-0.496391537887183,0.62421942198668,-0.376544421319932,5.08966641852608,-0.0574325472024448,0.476562619469233,0.870599947236745,1,0.795312499999999,0.997090999278499,"ALDEx2",1,-0.0574325472024448,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma"
"ASV172",-4.81179102081697,-6.50987981763997,3.92726383734322,10.8051852502678,7.18737907654183,1.28799223829129,0.1093800979602,0.322741743005543,0.811339441732429,0.1171875,0.224094000217461,"ALDEx2",0.811339441732429,1.28799223829129,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella","aquimaris"
"ASV175",3.35855876522519,4.03924580617257,-2.98254900831725,-6.729310472102,2.72137163887597,-2.63260934550522,0.000547999460257121,0.116646800026397,0.485451662798495,0.2,0.531993710124935,"ALDEx2",0.485451662798495,-2.63260934550522,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV178",-0.38132440574075,-1.33273584008791,6.42761086175454,7.7899018096737,1.4072833255592,6.12007795104366,0.000547999460257121,0.0323401241688522,0.186905250033783,0,0,"ALDEx2",0.186905250033783,6.12007795104366,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV180",3.08680217923153,2.2682653671113,3.83875301671184,1.73901347388741,1.9600811714906,0.921418684490947,0.0930292930848227,0.216258521192497,0.653797160449378,0.121875,0.341089135854963,"ALDEx2",0.653797160449378,0.921418684490947,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA
"ASV192",1.2780790891598,0.705682639990192,5.47695387901842,4.78904303370376,2.87176140194424,2.95936327614281,0.000547999460257121,0.124306561941716,0.424885955883212,0,0,"ALDEx2",0.424885955883212,2.95936327614281,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA
"ASV211",-0.143165293111334,-0.564336519228574,4.99689969975866,5.80197536261856,1.69587338717955,3.72816690446673,0.000547999460257121,0.0506527747921187,0.240825366344919,0,0,"ALDEx2",0.240825366344919,3.72816690446673,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV223",2.62074491666888,2.8939763633355,-2.78566821354685,-5.78444145150559,2.71699050807998,-2.32579192860054,0.000547999460257121,0.131975396529612,0.524184499177554,0.2,0.531993710124935,"ALDEx2",0.524184499177554,-2.32579192860054,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA
"ASV236",-1.16590411097989,3.44919747285257,-3.08306283063188,-5.21596668383526,7.54440524494025,-0.638672448107116,0.2868230100843,0.510381640290462,0.910330271304031,0.670312499999999,0.953476231812404,"ALDEx2",0.910330271304031,-0.638672448107116,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV246",-4.00335676573249,-6.4378150104839,6.38057980119202,12.6562326862853,2.85537477323523,4.25304679446012,0.000547999460257121,0.0180146807017168,0.149971115824484,0,0,"ALDEx2",0.149971115824484,4.25304679446012,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA
"ASV248",-1.24471515375962,0.918369614935792,-2.78380539213838,-2.80938714216409,4.4592886032371,-0.591115785107864,0.257814109363974,0.530333896101557,0.881097014617328,0.6125,0.908287550203025,"ALDEx2",0.881097014617328,-0.591115785107864,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica"
"ASV256",-3.66765598886074,-4.53206389254855,-2.85508884509732,1.02757139569882,6.79829410353569,0.151113067210243,0.437500322930131,0.833202056199992,0.979927359055779,0.6265625,0.970862634278438,"ALDEx2",0.979927359055779,0.151113067210243,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter",NA
"ASV257",-3.9311642034844,-6.28841488430984,5.62747873786456,11.8585670966424,2.81491760745035,4.3751852974839,0.000547999460257121,0.0171160819047774,0.14463494623268,0,0,"ALDEx2",0.14463494623268,4.3751852974839,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA
"ASV319",2.24903336414569,2.99254073786934,-3.39825399557608,-6.67844991620919,2.64891531186401,-2.23933318092618,0.000547999460257121,0.120757254514056,0.500733676280172,0.2,0.531993710124935,"ALDEx2",0.500733676280172,-2.23933318092618,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA
"ASV343",-3.73036325979649,-4.43373733011472,-3.17021658145003,-0.165060010645912,7.74039974170424,-0.01414270190436,0.496124050418246,0.793085452095851,0.970712272221225,0.66875,0.981566760214856,"ALDEx2",0.970712272221225,-0.01414270190436,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV347",-1.32682294606517,-0.373818354300695,-2.74414426964347,-2.82358418656631,4.91307137518993,-0.435864904610077,0.294574880995797,0.558199171446255,0.915678622993585,0.668749999999999,0.933392518998886,"ALDEx2",0.915678622993585,-0.435864904610077,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","genovensis"
"ASV354",-1.20976340774765,1.03343689401447,-2.82345502503716,-2.88026389431258,4.9898951340563,-0.537967066506933,0.250001695344365,0.561123899894237,0.899865121495074,0.615625,0.922626963841674,"ALDEx2",0.899865121495074,-0.537967066506933,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA
"ASV383",2.34896430023122,2.90078063274175,-2.51249650697744,-5.74066770275705,2.42025722003338,-2.1719642416465,0.000547999460257121,0.118899533340448,0.496863591563289,0.2,0.531993710124935,"ALDEx2",0.496863591563289,-2.1719642416465,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA
"ASV391",-3.96167128627177,-6.49818006857497,6.00370059211454,12.3548929053754,2.52894518772556,4.67615082232422,0.000547999460257121,0.0171948708366482,0.151580546924003,0,0,"ALDEx2",0.151580546924003,4.67615082232422,TRUE,"Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128",NA
"ASV410",1.05269756054748,-4.44156775044596,4.72978528109303,8.82934096904131,4.73132275687305,1.94729365773938,0.000547999460257121,0.0830139588410984,0.31814867972817,0,0,"ALDEx2",0.31814867972817,1.94729365773938,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas","citrea"
"ASV424",-3.38645074494914,-4.20766071007385,-2.77390831253338,0.616659752760244,6.19299525723413,0.0873167317555225,0.457364556151575,0.83418889979464,0.991216926623176,0.646875,0.988507474034363,"ALDEx2",0.991216926623176,0.0873167317555225,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","arcticus"
"ASV442",0.0931634839447408,2.40954043140908,-2.71601474009862,-5.14582357046185,3.31438234967085,-1.51011117416245,0.0156646691693825,0.147984759755606,0.580543737992319,0.2296875,0.587542392627692,"ALDEx2",0.580543737992319,-1.51011117416245,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","meonggei"
"ASV479",1.29551604469108,2.2065768963045,-2.88394991259863,-4.80734401975639,2.55856062984558,-1.93266704886045,0.000547999460257121,0.146955140747923,0.550778912282292,0.203125,0.538053128514516,"ALDEx2",0.550778912282292,-1.93266704886045,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA
"ASV506",-1.47722437753741,2.39443321087769,-2.85728085324398,-3.59097786688203,6.30863783154019,-0.513901486225712,0.294574880995797,0.588199020835309,0.92573081194373,0.673437499999999,0.958315826985988,"ALDEx2",0.92573081194373,-0.513901486225712,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV523",1.09710358434532,1.52103761486118,-2.76084484462155,-4.88703060977437,2.55217015377612,-1.67753901778071,0.000547999460257121,0.136966442070359,0.544045292381546,0.2,0.531993710124935,"ALDEx2",0.544045292381546,-1.67753901778071,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris"
"ASV543",0.614483865460327,1.21578159715166,-2.7754616745951,-4.49801938279833,2.46931712665516,-1.66558129441792,0.0155432426385351,0.155017597835203,0.555758445722464,0.2203125,0.552973489894945,"ALDEx2",0.555758445722464,-1.66558129441792,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea"
"ASV566",1.23853564874886,1.41553848071115,-0.107595065834652,-1.48569530450494,2.01579662106867,-0.740348042123594,0.13281655334062,0.385661112934363,0.856741670171465,0.4140625,0.715661905279864,"ALDEx2",0.856741670171465,-0.740348042123594,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",NA
"ASV576",-1.54531513780509,-4.57036424766276,6.83702637202633,11.4564659787909,3.23889552616058,3.6744576541554,0.000547999460257121,0.0332390870011008,0.1960802446492,0,0,"ALDEx2",0.1960802446492,3.6744576541554,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV579",-1.12147506008559,2.08490269454784,-2.67456923300243,-3.88237701211735,5.82707672682576,-0.687645583864699,0.257814109363974,0.487055938256638,0.889602770601556,0.621874999999999,0.933873442026182,"ALDEx2",0.889602770601556,-0.687645583864699,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA
"ASV582",0.119372959807857,0.618086069330333,-2.97574990503227,-4.47891165549737,3.12484359579506,-1.37772464860138,0.0310272461563087,0.183632512267656,0.638332099509146,0.2421875,0.591236209387528,"ALDEx2",0.638332099509146,-1.37772464860138,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV651",1.58778146356095,1.92037860824045,-2.71083979070651,-4.725280798407,2.89178565427654,-1.80466616822724,0.000547999460257121,0.170405474543551,0.57291954869729,0.2015625,0.53422895318049,"ALDEx2",0.57291954869729,-1.80466616822724,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA
"ASV714",1.58442893614451,2.69533210091291,-3.05403792132031,-5.50409351286018,2.35349734418535,-2.24802103196978,0.00782930484115282,0.130019005919699,0.521526629690418,0.2,0.531993710124935,"ALDEx2",0.521526629690418,-2.24802103196978,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA
"ASV795",2.44586099772498,2.70093963905968,-2.7959723150919,-5.77574151308147,2.23898554234681,-2.58818167629946,0.000547999460257121,0.135629242379044,0.531478934890201,0.2,0.531993710124935,"ALDEx2",0.531478934890201,-2.58818167629946,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA
"ASV829",-0.414721655753444,-0.0301858855102086,-2.99622305696134,-3.68024541016874,3.23592147926838,-1.14216042708294,0.0852779721736082,0.239151089714324,0.678265248074645,0.3390625,0.660090273720246,"ALDEx2",0.678265248074645,-1.14216042708294,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA
"ASV853",-0.0694671067366466,1.77035990834195,-3.03978063766754,-4.53861674253211,2.92942651624322,-1.34943907722824,0.0390780901701758,0.179227349444315,0.621151472072143,0.245312499999999,0.600575921716271,"ALDEx2",0.621151472072143,-1.34943907722824,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA
"ASV861",0.541903862719924,1.07406873857896,-2.61631113490339,-4.15212785382947,2.60923762838724,-1.47979512606816,0.0234638632116018,0.200302735935386,0.643911261412658,0.24375,0.587490311367648,"ALDEx2",0.643911261412658,-1.47979512606816,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",NA
