"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.S-2","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV126","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.892889780595013,1.21406274160063,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella",NA,-5.03668330359136,-6.33700824500153,4.3307592375217,11.1198720575589,8.71017545634423,1.21406274160063,0.116283743887406,0.392428402386854,0.892889780595013,0.1734375,0.318821890274299,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV13","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.415597416270786,1.63501685431868,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,3.44577265646201,3.1857563721208,4.53393412388877,1.60067198801835,1.03037888033179,1.63501685431868,0.00782930484115282,0.120110565712929,0.415597416270786,0.0109375,0.0275598698781838,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV13","DESeq2",86.1391176514131,-1.23941955745295,0.601698529174877,-2.05986801920988,0.0394111597853851,0.057957587919684,"deseq2",0.057957587919684,-1.23941955745295,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1328","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.627908888759917,-1.37634829966946,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,0.36353618301357,1.00342051318857,-2.71026805375086,-3.99963206085971,2.9221060322044,-1.37634829966946,0.0312696412751581,0.185827125161617,0.627908888759917,0.2515625,0.591533423590272,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1328","DESeq2",35.9528642746687,-8.02266298091499,2.21483739607416,-3.62223565266476,0.000292067866597507,0.000632011979385244,"deseq2",0.000632011979385244,-8.02266298091499,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1328","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.62175591064136,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1328",-3.62175591064136,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1334","DESeq2",22.075590674988,-7.33438729040259,1.75069782175954,-4.18940790309042,2.79683262288085e-05,9.02204071897048e-05,"deseq2",9.02204071897048e-05,-7.33438729040259,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1334","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.613600669373628,-1.40312510831573,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,0.723207864811717,1.1890731166269,-3.18384045600805,-4.49176530533661,2.62646121827264,-1.40312510831573,0.00782930484115282,0.195806585432043,0.613600669373628,0.2125,0.550387162993998,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV138","DESeq2",92.1989519463847,10.5028097275114,1.82149030982993,5.76605303406308,8.11495326823596e-09,2.88703811338457e-07,"deseq2",2.88703811338457e-07,10.5028097275114,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV138","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.138720089621107,4.30293743358879,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,-3.87590998286193,-6.18200558193571,6.80622611241934,12.8176724980631,3.1297172789598,4.30293743358879,0.000547999460257121,0.0151688644455996,0.138720089621107,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV138","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.25306015066176,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV138",4.25306015066176,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1387","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,0.20768102676419,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",NA,0.971654566829354,0.971654566829354,2.41810549109995,2.08238396964996,5.51987588169054,0.20768102676419,0.480620252231404,0.891742415902484,1,0.753124999999999,0.997139821176885,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1387","DESeq2",29.2969158683214,-0.206293369659463,2.1467478222993,-0.0960957628635251,0.923444516479863,0.923444516479863,"deseq2",0.923444516479863,-0.206293369659463,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV141","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.576815519736468,-1.51676557208704,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,0.234045442550865,1.3265576532119,-2.80393377110955,-3.92346144758726,2.5134089285718,-1.51676557208704,0.0310272461563087,0.166807868836487,0.576815519736468,0.2171875,0.563539996400622,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV141","DESeq2",19.1605981487749,-7.11584967532329,1.80976316756051,-3.93192313937694,8.42690107236385e-05,0.00023408058534344,"deseq2",0.00023408058534344,-7.11584967532329,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1415","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.56957494226147,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1415",-3.56957494226147,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1415","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.564799651993273,-1.65080535398286,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,0.936860638758265,1.44590101172744,-3.02962776250126,-4.9449814890262,2.75928933521862,-1.65080535398286,0.00782930484115282,0.152846832492394,0.564799651993273,0.203125,0.5386601383148,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1415","DESeq2",34.0250862425808,-7.94152971836532,1.9367088796217,-4.10052837673597,4.12207883626099e-05,0.000128814963633156,"deseq2",0.000128814963633156,-7.94152971836532,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1498","DESeq2",21.8875567431352,-7.30316797199835,1.95012409218266,-3.74497602551249,0.00018041100289092,0.000410025006570273,"deseq2",0.000410025006570273,-7.30316797199835,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1498","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.63251597363222,-1.51021508447253,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",0.203603370903421,1.26895829222722,-2.83265871387254,-3.93211243098645,2.46802335173441,-1.51021508447253,0.0387751645274906,0.19600722343366,0.63251597363222,0.2375,0.594236449618068,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1510","DESeq2",29.8978066899526,-7.75418361696816,1.83225354013226,-4.23204728337348,2.31573708079315e-05,7.71912360264385e-05,"deseq2",7.71912360264385e-05,-7.75418361696816,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1510","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.51138648703479,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1510",-3.51138648703479,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1510","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.566210852293233,-1.85714652177484,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,1.10669412882798,1.41324368358584,-3.22994625097758,-5.04815438794103,2.49784953679293,-1.85714652177484,0.000547999460257121,0.161574395808995,0.566210852293233,0.2,0.531993710124935,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV160","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.509955555598115,-2.3916803580521,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",2.63232918080503,2.86075436096774,-2.9647245743657,-5.90455166558676,2.67927889775325,-2.3916803580521,0.000547999460257121,0.130692530929856,0.509955555598115,0.2,0.531993710124935,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV160","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.88746409399612,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV160",-3.88746409399612,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV160","DESeq2",71.5207511156367,-9.01795657127079,1.65179645274464,-5.45948416119098,4.77519931953423e-08,7.95866553255705e-07,"deseq2",7.95866553255705e-07,-9.01795657127079,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV169","DESeq2",40.2151659749421,-3.75101468256253,3.17494794950165,-1.18144131564465,0.237427453259515,0.276078434022691,"deseq2",0.276078434022691,-3.75101468256253,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV169","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,-0.0574325472024448,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",-0.408637320321765,-0.496391537887183,0.62421942198668,-0.376544421319932,5.08966641852608,-0.0574325472024448,0.476562619469233,0.870599947236745,1,0.795312499999999,0.997090999278499,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV172","DESeq2",54.2189837206769,9.73669615374791,4.32909768468297,2.24912830869996,0.0245043339590949,0.0401710392772048,"deseq2",0.0401710392772048,9.73669615374791,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella","aquimaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV172","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.811339441732429,1.28799223829129,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella","aquimaris",-4.81179102081697,-6.50987981763997,3.92726383734322,10.8051852502678,7.18737907654183,1.28799223829129,0.1093800979602,0.322741743005543,0.811339441732429,0.1171875,0.224094000217461,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1733","DESeq2",29.3244575511779,-7.72615529629614,1.81520224180418,-4.25636059628095,2.07781490479485e-05,7.24253312723753e-05,"deseq2",7.24253312723753e-05,-7.72615529629614,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1733","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.542663214475761,-1.63816493619218,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,0.987510485109792,1.5610829178615,-2.88805260085176,-4.50442192610516,2.72414335189406,-1.63816493619218,0.000547999460257121,0.152840380851477,0.542663214475761,0.2,0.531993710124935,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV175","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.485451662798495,-2.63260934550522,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,3.35855876522519,4.03924580617257,-2.98254900831725,-6.729310472102,2.72137163887597,-2.63260934550522,0.000547999460257121,0.116646800026397,0.485451662798495,0.2,0.531993710124935,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV175","DESeq2",146.699483009516,-10.0585368038045,1.75017705444536,-5.74715385409513,9.07581417119744e-09,2.88703811338457e-07,"deseq2",2.88703811338457e-07,-10.0585368038045,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV175","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-4.22241875448876,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV175",-4.22241875448876,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV178","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.186905250033783,6.12007795104366,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,-0.38132440574075,-1.33273584008791,6.42761086175454,7.7899018096737,1.4072833255592,6.12007795104366,0.000547999460257121,0.0323401241688522,0.186905250033783,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV178","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.14416822584511,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV178",4.14416822584511,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV178","DESeq2",74.8637454878592,4.93593225681501,1.25374159585179,3.93696139072545,8.25198775431161e-05,0.00023408058534344,"deseq2",0.00023408058534344,4.93593225681501,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV180","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.653797160449378,0.921418684490947,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,3.08680217923153,2.2682653671113,3.83875301671184,1.73901347388741,1.9600811714906,0.921418684490947,0.0930292930848227,0.216258521192497,0.653797160449378,0.121875,0.341089135854963,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV180","DESeq2",60.2006072775273,-1.39531585634659,1.27334691060396,-1.09578610881836,0.273172388970137,0.306935268505772,"deseq2",0.306935268505772,-1.39531585634659,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1836","DESeq2",33.936941793878,-7.94808357969146,3.72610621817207,-2.13308024900873,0.0329181437109492,0.0498759753196201,"deseq2",0.0498759753196201,-7.94808357969146,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1836","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.88149431742169,-0.603268847132759,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,-1.04769715019689,1.64226123790581,-2.85191711459204,-3.65311293810783,5.8479831646052,-0.603268847132759,0.226564484085857,0.481707378652173,0.88149431742169,0.573437499999999,0.91363393738104,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV192","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.424885955883212,2.95936327614281,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,1.2780790891598,0.705682639990192,5.47695387901842,4.78904303370376,2.87176140194424,2.95936327614281,0.000547999460257121,0.124306561941716,0.424885955883212,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV192","DESeq2",49.4698857784382,2.1171022544251,2.0941812562276,1.01094508802872,0.31204271239629,0.339176861300316,"deseq2",0.339176861300316,2.1171022544251,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV192","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.76124514005831,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV192",3.76124514005831,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE
"ASV2","DESeq2",37.1439477902274,-2.24431978072065,1.72657811292597,-1.2998657656544,0.193646980287162,0.230532119389478,"deseq2",0.230532119389478,-2.24431978072065,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV2","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,0.0706905856568402,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",1.9462261938234,1.9462261938234,2.11922295407813,0.340647201519481,3.50223192979941,0.0706905856568402,0.492187539745284,0.757848376919591,1,0.793749999999998,0.999524155592469,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV20","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.302067553700915,4.04694656434609,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,2.69419498006542,2.48978241719708,4.21030531575948,1.74315150259202,0.411462601275097,4.04694656434609,0.000547999460257121,0.0789749830393088,0.302067553700915,0.0015625,0.00447048611111111,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV20","DESeq2",65.0775341820752,-1.06003190781987,0.617036915956168,-1.71793920332503,0.0858077051667601,0.108617348312355,"deseq2",0.108617348312355,-1.06003190781987,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV21","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.219641291395116,2.91646022231602,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,1.86472843118438,1.02197023290526,4.24983210546234,3.22356346256864,1.04218792154255,2.91646022231602,0.000547999460257121,0.0422355786484131,0.219641291395116,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV21","DESeq2",34.9864165068977,0.185213450323021,0.872190562542603,0.21235433892232,0.831830605620227,0.840232934969927,"deseq2",0.840232934969927,0.185213450323021,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV211","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.70701462582701,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV211",3.70701462582701,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,TRUE
"ASV211","DESeq2",31.0720112843296,3.04943811888927,1.47469688507362,2.06784061847193,0.0386550127832711,0.0576940489302553,"deseq2",0.0576940489302553,3.04943811888927,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE
"ASV211","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.240825366344919,3.72816690446673,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,-0.143165293111334,-0.564336519228574,4.99689969975866,5.80197536261856,1.69587338717955,3.72816690446673,0.000547999460257121,0.0506527747921187,0.240825366344919,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,TRUE
"ASV223","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.93363524711978,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV223",-3.93363524711978,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV223","DESeq2",86.4339513505482,-9.29916767788203,1.71598732889066,-5.41913539879905,5.98879501029432e-08,8.5554214432776e-07,"deseq2",8.5554214432776e-07,-9.29916767788203,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV223","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.524184499177554,-2.32579192860054,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,2.62074491666888,2.8939763633355,-2.78566821354685,-5.78444145150559,2.71699050807998,-2.32579192860054,0.000547999460257121,0.131975396529612,0.524184499177554,0.2,0.531993710124935,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV2303","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.927377498575367,-0.575533629461077,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,-1.386048803969,2.10967448159289,-3.05421575737248,-3.74435049315857,6.20393201573708,-0.575533629461077,0.294574880995797,0.578846055501568,0.927377498575367,0.668749999999999,0.954388703865446,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV2303","DESeq2",30.6461971888965,-7.79894913299372,3.95457763018561,-1.97213201062579,0.048594538584635,0.0674924147008819,"deseq2",0.0674924147008819,-7.79894913299372,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV236","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.910330271304031,-0.638672448107116,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,-1.16590411097989,3.44919747285257,-3.08306283063188,-5.21596668383526,7.54440524494025,-0.638672448107116,0.2868230100843,0.510381640290462,0.910330271304031,0.670312499999999,0.953476231812404,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
