"TaxaID","rab.all","rab.win.control","rab.win.Dor-in","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV442",0.637743109831141,3.06565863736835,-2.90428307347545,-5.47389470199336,3.12721197249619,-1.8102802878158,0.0155432426385351,0.104776875520416,0.427042863509353,0.2109375,0.481625792456917,"ALDEx2",0.427042863509353,-1.8102802878158,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","meonggei"
"ASV457",-3.35033374296858,-5.6411190650537,7.94462772424328,13.8678137622461,2.86973563552865,5.02384929081317,0.000547999460257121,0.0150524119530564,0.107557680981572,0,0,"ALDEx2",0.107557680981572,5.02384929081317,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA
"ASV458",-3.40778369529288,-5.7140630292445,5.1136269069278,10.978777117249,2.58242695915414,4.06286222856506,0.000547999460257121,0.0201762747567735,0.127348729889148,0,0,"ALDEx2",0.127348729889148,4.06286222856506,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA
"ASV479",1.8772663408244,2.89076738369925,-3.17133570434801,-5.94658500642981,2.38567036342151,-2.60987881960399,0.00782930484115282,0.115470958251158,0.418054218594036,0.2015625,0.464502135923399,"ALDEx2",0.418054218594036,-2.60987881960399,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA
"ASV495",0.872985633116787,-3.51085092489558,4.55878818359915,7.85263044706586,4.47446653772984,1.93343561001722,0.000547999460257121,0.0817738593324966,0.300322577278602,0,0,"ALDEx2",0.300322577278602,1.93343561001722,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV506",-1.5151874007664,2.97924340304852,-3.16048713543516,-4.65262599773851,6.58695878525763,-0.60808850605127,0.271319277489628,0.46625997662232,0.802144472093215,0.5953125,0.874244451259832,"ALDEx2",0.802144472093215,-0.60808850605127,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV523",1.75664622950006,2.16008967941801,-3.37751219076043,-5.99118694275622,2.72588672253258,-1.94302628153168,0.000547999460257121,0.122673573664098,0.431487491734395,0.2,0.4620921592711,"ALDEx2",0.431487491734395,-1.94302628153168,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris"
"ASV537",-3.48603436033208,-5.51413315384842,6.01777837334951,11.5102455391985,2.60324928021418,4.45374436923792,0.000547999460257121,0.0190018780141819,0.119302472562322,0,0,"ALDEx2",0.119302472562322,4.45374436923792,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria",NA
"ASV543",1.19548357141493,1.87109066991622,-2.98923517150302,-5.10788040872003,2.64623405460323,-1.7133660511642,0.000547999460257121,0.124948589884667,0.431507586919304,0.203125,0.467138157340702,"ALDEx2",0.431507586919304,-1.7133660511642,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea"
"ASV566",2.12171894239073,2.06921051610124,2.60080828709477,0.468358469048031,1.24574434869811,0.372073136035071,0.372093708611091,0.679730550800836,0.972693162763839,0.554687499999999,0.844557239079199,"ALDEx2",0.972693162763839,0.372073136035071,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",NA
"ASV578",-3.49650808508317,-5.61172221563587,6.95018115713974,12.5480401814491,2.39952224864146,5.31691968138549,0.000547999460257121,0.0159906699725002,0.111217556348197,0,0,"ALDEx2",0.111217556348197,5.31691968138549,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter",NA
"ASV579",-1.60045312917946,2.74002155193921,-3.46900782255767,-5.3613145537566,6.29144766337483,-0.910647811462152,0.217056347854834,0.358143385103952,0.732881809660325,0.5484375,0.8325639463432,"ALDEx2",0.732881809660325,-0.910647811462152,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA
"ASV582",0.705319745932589,1.19303084058467,-2.87076374216702,-5.3371355418125,3.1369356669755,-1.57247679518626,0.0155432426385351,0.11895784530307,0.45049324123926,0.209375,0.474045852186418,"ALDEx2",0.45049324123926,-1.57247679518626,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV651",2.30112197242112,2.61077072600998,-3.1170636799591,-5.91905445102584,2.6185174898112,-2.2435375703707,0.000547999460257121,0.127214681284719,0.443140129486069,0.2,0.4620921592711,"ALDEx2",0.443140129486069,-2.2435375703707,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA
"ASV657",-3.5310669216873,-5.65654779783068,6.86532370964458,12.9899126007423,4.63363305930631,2.96034273190323,0.000547999460257121,0.0661585949484858,0.258490503189578,0,0,"ALDEx2",0.258490503189578,2.96034273190323,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA
"ASV691",1.60836500944906,1.00221109960088,4.88310756728386,3.81819280697712,0.935342168478958,4.1951764088081,0.000547999460257121,0.0214613385306923,0.132655299288007,0,0,"ALDEx2",0.132655299288007,4.1951764088081,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA
"ASV714",2.29931038700748,3.34248378628128,0.415717677033375,-2.91404433909691,3.12543498875486,-1.0970634249542,0.0390780901701758,0.319607880756559,0.730145649716429,0.2375,0.522012420230739,"ALDEx2",0.730145649716429,-1.0970634249542,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA
"ASV795",3.12759397943646,3.41958654646169,-3.10466103812458,-6.6936262355254,2.61935730369408,-2.71891096516173,0.000547999460257121,0.111783221449099,0.407745894864389,0.2,0.4620921592711,"ALDEx2",0.407745894864389,-2.71891096516173,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA
"ASV814",-2.99431867902847,-4.81846958759747,5.07216379887387,9.88105256927831,1.83156186830304,5.25623861633761,0.000547999460257121,0.0174009144461148,0.117978835025581,0,0,"ALDEx2",0.117978835025581,5.25623861633761,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV829",0.0206785811174779,0.643456063782336,-3.45218731394296,-5.17914298444058,3.47255160520614,-1.40180620149375,0.023281977911024,0.147650093326299,0.500064517501833,0.2265625,0.499536171500762,"ALDEx2",0.500064517501833,-1.40180620149375,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA
"ASV853",2.31596491126677,2.43058410510389,2.21923737130639,-0.0493374816024841,1.30730496081329,-0.0330745813083297,0.480620252231404,0.815537464619492,0.993899036860476,0.778125,0.990404837718012,"ALDEx2",0.993899036860476,-0.0330745813083297,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA
"ASV855",-3.55670594488236,-5.61338130290937,5.71762657060524,11.321599505268,2.47720250028713,4.9339431969234,0.000547999460257121,0.0172027145266606,0.116339828201179,0,0,"ALDEx2",0.116339828201179,4.9339431969234,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Robiginitalea",NA
"ASV861",1.1467497426951,1.6360964564547,-3.13372797220999,-5.38019575193824,2.34828064462112,-2.18826914390094,0.000547999460257121,0.118921736911259,0.435025420744215,0.2,0.4620921592711,"ALDEx2",0.435025420744215,-2.18826914390094,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",NA
"ASV882",1.39326035156745,2.15943615080945,-3.10204987846339,-5.07305501684406,2.42358525415834,-2.16362283814986,0.000547999460257121,0.130154292636357,0.44694876141166,0.2,0.4620921592711,"ALDEx2",0.44694876141166,-2.16362283814986,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA
"ASV889",1.88189195323526,-3.91482076475937,2.22414926297974,6.29400652143361,5.54885437147716,0.854422357570145,0.304688672248721,0.268840716899042,0.754336958069245,0.392187499999999,0.978058823225258,"ALDEx2",0.754336958069245,0.854422357570145,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV890",-3.22626981565109,-5.64378876421572,5.8202458774771,11.3965437881141,2.72825355850297,4.48700623058195,0.000547999460257121,0.019555021137894,0.124437907948211,0,0,"ALDEx2",0.124437907948211,4.48700623058195,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas",NA
"ASV901",2.20146133312958,1.45838521687922,4.6897247991475,3.35667466875117,2.36840407285975,2.11500484771686,0.000547999460257121,0.176702786002938,0.537200695065269,0,0,"ALDEx2",0.537200695065269,2.11500484771686,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV976",1.84593421827313,1.85407724379685,0.800762467013668,-1.23177862455191,3.43317862162142,-0.31540836314467,0.375000678151136,0.589952448650669,0.981078716623145,0.8796875,0.988082336032977,"ALDEx2",0.981078716623145,-0.31540836314467,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA
"ASV1014",-3.51153645506935,-5.57615088496688,5.47351688981694,11.3715846585424,2.94295613405554,4.29688815687895,0.000547999460257121,0.020269249940995,0.126161944132336,0,0,"ALDEx2",0.126161944132336,4.29688815687895,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Agarivorans",NA
"ASV1030",1.473890924322,1.94306396738308,-2.95495664414891,-5.13357622333435,2.73721308197881,-1.88034062763093,0.00782930484115282,0.153361558397175,0.470815773183864,0.2015625,0.464874862186781,"ALDEx2",0.470815773183864,-1.88034062763093,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA
"ASV1053",-3.59232537131415,-5.70001386164631,6.90229379594137,12.5344295834098,3.04060411289327,4.20782414483331,0.000547999460257121,0.0177745479253932,0.114148328788901,0,0,"ALDEx2",0.114148328788901,4.20782414483331,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae",NA,NA
"ASV1075",-3.3240658609129,-5.7630872252978,5.12702655883803,10.7508127583086,2.87735777511694,3.87189749426544,0.000547999460257121,0.0202720448804111,0.126368559106761,0,0,"ALDEx2",0.126368559106761,3.87189749426544,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","conchae"
"ASV1077",-3.33448684523548,-5.77907263031887,5.15760884993525,11.1618536700542,2.85756011386914,4.11778296542013,0.000547999460257121,0.0228190236063251,0.1326130784222,0,0,"ALDEx2",0.1326130784222,4.11778296542013,TRUE,"Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera",NA
"ASV1133",3.54170579940251,3.20779925844652,3.99314875925467,0.837722278379593,0.835161216022397,1.06421275249274,0.0781324454049968,0.239450498389957,0.669697189966006,0.0859375,0.215124897428449,"ALDEx2",0.669697189966006,1.06421275249274,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV1179",1.95831699676447,1.54599419722604,3.96664571229176,2.55595081394004,0.647499038402799,3.84807515676896,0.000547999460257121,0.0251912379360405,0.142505475131191,0,0,"ALDEx2",0.142505475131191,3.84807515676896,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA
"ASV1191",-3.29888232315767,-5.43020801010568,5.21568465679855,10.5810086570946,2.91005332506534,3.94870754121854,0.000547999460257121,0.0222415982904963,0.132629006179351,0,0,"ALDEx2",0.132629006179351,3.94870754121854,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas",NA
"ASV1194",0.0712333137631269,2.94831636937385,-2.93999229977956,-5.56427414441463,3.18095375164636,-1.80936943717677,0.023281977911024,0.12532924941055,0.462370522846727,0.2234375,0.501069122986927,"ALDEx2",0.462370522846727,-1.80936943717677,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV1218",2.05984998859529,2.55843204686594,1.64326381309989,-0.764278323515061,1.36715234939821,-0.361714057210376,0.359375776672656,0.768515426543222,0.968456086321805,0.817187499999998,0.997471668956044,"ALDEx2",0.968456086321805,-0.361714057210376,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus"
"ASV1232",-2.08197810151168,2.1845337700362,-3.74145199986253,-5.24758721287959,5.68465842146878,-0.75776151673465,0.218752092515224,0.435778657853453,0.792794914867102,0.626562499999999,0.888393962885818,"ALDEx2",0.792794914867102,-0.75776151673465,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV1233",2.24229417012098,2.71361028102717,-3.6408236989845,-6.39964945975045,2.40402759103856,-2.69157074766765,0.000547999460257121,0.120780921856755,0.421931656441514,0.2,0.4620921592711,"ALDEx2",0.421931656441514,-2.69157074766765,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA
"ASV1244",-3.4283824615595,-5.59029472971855,5.31890319267254,10.9866021449187,2.55079546353806,4.30560371446765,0.000547999460257121,0.0211707572130358,0.129509925498251,0,0,"ALDEx2",0.129509925498251,4.30560371446765,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV1253",2.3869121912713,2.74297451319547,-3.01375811126462,-5.77912064795092,2.36376974050235,-2.3924888547199,0.000547999460257121,0.13893184950584,0.466865461674847,0.2,0.4620921592711,"ALDEx2",0.466865461674847,-2.3924888547199,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA
