"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.Dor-in","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV853","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.992350738150193,-0.0488157736067121,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,2.29122205256858,2.39608398423241,2.22070091977547,-0.0498959909403394,1.48667927403201,-0.0488157736067121,0.476562619469233,0.811396898413095,0.992350738150193,0.779687499999999,0.983313943150273,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV855","DESeq2",41.2423332684604,9.11164045342155,1.94248424063235,4.69071525154581,2.72251642265046e-06,8.09396774301489e-06,"deseq2",8.09396774301489e-06,9.11164045342155,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Robiginitalea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV855","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.112406805461525,4.42649864949771,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Robiginitalea",NA,-3.43841523359353,-5.87029907008867,5.76266648192735,11.6832584890519,2.83590052288065,4.42649864949771,0.000547999460257121,0.0162703488521893,0.112406805461525,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV861","DESeq2",28.5803848018882,-8.05454546927943,1.81092631245054,-4.44774887520412,8.67748925918492e-06,2.16937231479623e-05,"deseq2",2.16937231479623e-05,-8.05454546927943,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV861","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.490541342196251,-1.9418465360649,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",NA,1.15092086678005,1.6418019555267,-3.53314918541048,-5.60618683679506,2.91408820402746,-1.9418465360649,0.000547999460257121,0.145557854744274,0.490541342196251,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV882","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.507356893020399,-1.94934202457765,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,1.41820553251511,2.13601546802269,-3.11131746365015,-5.36219120052329,2.69329401645796,-1.94934202457765,0.000547999460257121,0.160498868274866,0.507356893020399,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV882","DESeq2",34.2711291924711,-8.30705566642837,1.91823712528708,-4.33056766388314,1.48725435065947e-05,3.27195957145084e-05,"deseq2",3.27195957145084e-05,-8.30705566642837,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV889","DESeq2",20.9088905367383,-1.71985433910232,3.27914789688904,-0.52448208900061,0.599943274264556,0.640716118146613,"deseq2",0.640716118146613,-1.71985433910232,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV889","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.762361422764894,0.915501597392855,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,1.84088155015896,-3.66064074851542,2.19517434762755,6.01325934519092,4.84141468076425,0.915501597392855,0.328125991312833,0.273804228791515,0.762361422764894,0.390624999999999,0.973223095844202,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV890","DESeq2",44.5147292346196,9.22177185274844,1.72797278320031,5.33675758229776,9.4623413756885e-08,4.95646453012255e-07,"deseq2",4.95646453012255e-07,9.22177185274844,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV890","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.118000949954848,4.29938197940089,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas",NA,-3.40336115302875,-5.5962307299704,5.85476346110864,11.4419150126329,2.65685889045626,4.29938197940089,0.000547999460257121,0.0188947935724418,0.118000949954848,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV901","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.566100061441,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV901",3.566100061441,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE
"ASV901","DESeq2",37.0269824491661,0.879012893851413,2.11064253119004,0.416466967220547,0.677068334176432,0.70261808263592,"deseq2",0.70261808263592,0.879012893851413,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV901","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.513443756311192,1.95427081725641,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,2.16660710093819,1.43261212607402,4.68712003013034,3.28486286576532,2.9074358595209,1.95427081725641,0.000547999460257121,0.168774551999866,0.513443756311192,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV92","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.477149272673802,-1.71093835440384,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA,0.00631517888631716,2.71998411123836,-3.0205250025301,-5.47493291455047,3.37389717053321,-1.71093835440384,0.0312696412751581,0.129070153790123,0.477149272673802,0.2328125,0.51410847477898,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV92","DESeq2",42.1114167942919,-8.60022553694977,2.24636352011278,-3.82851014982562,0.000128921315222343,0.000225100709118376,"deseq2",0.000225100709118376,-8.60022553694977,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV976","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.986331431373556,-0.309011375713743,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA,1.85423760283634,1.86697852440353,1.37639642807683,-1.03250461873877,3.85420661565114,-0.309011375713743,0.395349385268813,0.605961576276972,0.986331431373556,0.868749999999999,0.985626294228604,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV976","DESeq2",30.0250400439036,-2.82647914873005,1.68307169545767,-1.67935754392297,0.0930823823707895,0.11129415283464,"deseq2",0.11129415283464,-2.82647914873005,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
