"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.Dor-in","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV495","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.302222671636406,1.61201632026859,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,0.86110345799231,-3.4276601863429,4.58373008903898,7.81642725197502,4.53989775211161,1.61201632026859,0.000547999460257121,0.0828833692208158,0.302222671636406,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV495","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.69422688792421,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV495",3.69422688792421,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE
"ASV5","DESeq2",156.750861158862,-4.70113428233476,0.532429047379485,-8.82959768155562,1.05052905109631e-18,1.15558195620594e-16,"deseq2",1.15558195620594e-16,-4.70113428233476,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV5","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.513117140987158,-2.47515904129193,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,4.28770201228891,4.59610017828611,2.27469246030905,-2.36930924699191,0.890856935076644,-2.47515904129193,0.000547999460257121,0.152458410087449,0.513117140987158,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV5","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-4.10534699997579,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV5",-4.10534699997579,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV50","DESeq2",67.1133315797717,-2.85669907085063,1.38255784906273,-2.06624198241488,0.0388056365636748,0.0490228967486257,"deseq2",0.0490228967486257,-2.85669907085063,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV50","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,0.458328979369375,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,2.55492093197191,1.54130845743717,2.90659810827982,1.22390709368445,1.25444312519045,0.458328979369375,0.335938435121624,0.741946196871586,1,0.420312499999999,0.994080579806507,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV506","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.814105570138166,-0.696539299171747,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,-1.65553992301479,2.97452720046015,-3.29945448976155,-5.08680698597325,6.22017227396034,-0.696539299171747,0.263567416398401,0.432305338906692,0.814105570138166,0.628124999999999,0.9011647750942,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV506","DESeq2",43.3672888364331,-8.64607746060182,3.92876320193512,-2.20071228939,0.027756398254551,0.037693874172847,"deseq2",0.037693874172847,-8.64607746060182,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV51","DESeq2",32.2446012667202,-8.21843539686059,1.58021939885676,-5.20081920447654,1.98412037792269e-07,9.48927137267374e-07,"deseq2",9.48927137267374e-07,-8.21843539686059,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV51","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.48326536813868,-2.44921418099589,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,2.08167727142595,2.32477668011309,-3.05633430134168,-5.32579893788542,2.34728937083714,-2.44921418099589,0.000547999460257121,0.140323463987748,0.48326536813868,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV523","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.4058586977789,-2.10650789892644,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris",1.78293189511534,2.12262610439929,-3.29757124420018,-6.06324716923318,2.68347760481723,-2.10650789892644,0.000547999460257121,0.102112493243154,0.4058586977789,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV523","DESeq2",46.3983409733429,-8.75082015408173,1.84813917349006,-4.734935701599,2.19124556091844e-06,6.88677176288651e-06,"deseq2",6.88677176288651e-06,-8.75082015408173,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV53","DESeq2",274.898327141187,-11.3115815378662,2.44434584625708,-4.62765183379722,3.69835077103543e-06,1.01704646203474e-05,"deseq2",1.01704646203474e-05,-11.3115815378662,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV53","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.415993023297611,-2.08235345982869,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,2.18893749462354,3.2652104032931,-2.9114983600641,-7.51799585756802,3.9258222443183,-2.08235345982869,0.000547999460257121,0.0904222163989897,0.415993023297611,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV537","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.120691380755513,4.87566068935472,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria",NA,-3.3021006856547,-5.61436718134716,6.06334500728555,11.5897885039366,2.49008696573949,4.87566068935472,0.000547999460257121,0.0196180281097528,0.120691380755513,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV537","DESeq2",50.7318345841033,9.41039511845179,1.70836220490699,5.50843087690769,3.62046351021891e-08,2.4890686632755e-07,"deseq2",2.4890686632755e-07,9.41039511845179,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV543","DESeq2",33.2494330188455,-8.25368191071857,1.90906215619469,-4.32342230656886,1.53627255923013e-05,3.31352904931988e-05,"deseq2",3.31352904931988e-05,-8.25368191071857,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV543","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.450149628730523,-2.04861661252325,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea",1.23600462400237,1.86255298258807,-3.02140021769717,-5.42730547388238,2.58523238596038,-2.04861661252325,0.000547999460257121,0.12923971764027,0.450149628730523,0.2015625,0.463798825616772,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV56","DESeq2",59.165298210917,-9.09079197852955,2.21445734420082,-4.10520076276761,4.03963893611197e-05,7.93500505307708e-05,"deseq2",7.93500505307708e-05,-9.09079197852955,TRUE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV56","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.436170249036424,-1.83047209879756,FALSE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA,0.692876796950261,2.75703897897122,-3.14324197129521,-5.94835357847603,3.2322736846189,-1.83047209879756,0.000547999460257121,0.107672260513833,0.436170249036424,0.2078125,0.475157570755196,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV566","DESeq2",32.5582379901001,-1.7316910747273,0.839856647829023,-2.06188887020614,0.0392183173989006,0.0490228967486257,"deseq2",0.0490228967486257,-1.7316910747273,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV566","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.954973170518533,0.504911159618206,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",NA,2.14179415573958,2.06677415166703,2.80271164656236,0.677403867317504,1.02341603561359,0.504911159618206,0.348838042407879,0.62793013040389,0.954973170518533,0.51875,0.794340563660459,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV578","DESeq2",96.2058187557318,10.3336255998289,1.54432832723676,6.69133979969058,2.21136501788303e-11,4.05416919945223e-10,"deseq2",4.05416919945223e-10,10.3336255998289,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV578","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.107783573789245,4.48390602915662,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter",NA,-3.43588832186023,-5.62926266771339,6.98587812849228,12.532689233071,2.89314506948406,4.48390602915662,0.000547999460257121,0.0164604001375971,0.107783573789245,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV579","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.73414976335025,-0.813283740617869,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,-1.54428586905314,2.71316513505184,-3.25535277387041,-5.19478731864662,5.62686088056101,-0.813283740617869,0.195314964938317,0.360965731552748,0.73414976335025,0.5515625,0.834356683363519,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV579","DESeq2",41.457333440733,-8.58309268120384,3.63764135348625,-2.35952141707922,0.0182985245890152,0.0261407494128788,"deseq2",0.0261407494128788,-8.58309268120384,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV582","DESeq2",39.8920634285859,-8.53178773505444,2.19776822819567,-3.88202342066746,0.000103590897499128,0.000196245422876436,"deseq2",0.000196245422876436,-8.53178773505444,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV582","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.491663968049565,-1.56915167143959,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,0.665057412818849,1.21867533891267,-3.1021646726079,-5.0802569076465,3.32636698181986,-1.56915167143959,0.000547999460257121,0.136707463068963,0.491663968049565,0.203125,0.467155590572686,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV6","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.387903951476238,-3.73342433988344,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,4.16572086121053,4.45266285629845,-3.13766357026271,-7.63105780350035,1.92116555925386,-3.73342433988344,0.000547999460257121,0.0994759668227949,0.387903951476238,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV6","DESeq2",147.518432268321,-10.4164092989029,1.52104470458957,-6.84819405207,7.47880745942524e-12,2.05667205134194e-10,"deseq2",2.05667205134194e-10,-10.4164092989029,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV62","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.526796852119515,-1.41724907000974,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA,-0.631268964393587,2.09878154367034,-3.54835130448047,-5.2825331196672,3.5658677898645,-1.41724907000974,0.0546984444258801,0.171466916275746,0.526796852119515,0.2734375,0.580787718069098,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV62","DESeq2",29.1586200578997,-8.07269963924679,2.39926987717124,-3.36464843578354,0.00076641246628675,0.00120436244702204,"deseq2",0.00120436244702204,-8.07269963924679,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV651","DESeq2",43.23458449747,-8.6325060084725,1.61502550406645,-5.34512054870763,9.03568977775966e-08,4.95646453012255e-07,"deseq2",4.95646453012255e-07,-8.6325060084725,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV651","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.503886915730516,-2.20499095822704,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,2.29914247275634,2.62384800314404,-3.54140751467005,-6.22371428216036,2.87622204495464,-2.20499095822704,0.000547999460257121,0.159944064333676,0.503886915730516,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV657","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.256870004377989,2.80652283081112,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,-3.38878314783882,-5.83831117613971,6.66837066070334,13.0296227809586,4.72425199227079,2.80652283081112,0.000547999460257121,0.0657919805868205,0.256870004377989,0,0,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV657","DESeq2",218.462852482023,11.5167330377996,2.80343662022793,4.1080768349467,3.98967387394211e-05,7.93500505307708e-05,"deseq2",7.93500505307708e-05,11.5167330377996,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV66","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.171557938069775,5.21814432956506,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,3.682871366756,3.27747076279029,7.52441518371641,4.29720024638265,0.880581360703551,5.21814432956506,0.000547999460257121,0.03476567436679,0.171557938069775,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,TRUE
"ASV66","DESeq2",197.477710013538,1.92056863102525,1.16861306118543,1.64345983697721,0.100287828558953,0.11862001227403,"deseq2",0.11862001227403,1.92056863102525,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE
"ASV66","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.52118767623752,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV66",4.52118767623752,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,TRUE
"ASV691","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.118452120292801,4.90854815115126,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,1.60162369810944,1.04925113141534,4.92980904724153,3.92215978416616,0.778561270330248,4.90854815115126,0.000547999460257121,0.0184850200937951,0.118452120292801,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,TRUE
"ASV691","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.73147366733573,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV691",3.73147366733573,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,TRUE
"ASV691","DESeq2",37.5317981471124,1.27642971917547,0.857936523803712,1.48779039446455,0.136806179645612,0.15675708084393,"deseq2",0.15675708084393,1.27642971917547,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE
"ASV714","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.74940936039995,-1.22686818248927,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,2.27781270731711,3.34977337007107,0.311381475082335,-2.9134814678057,3.42402388218443,-1.22686818248927,0.0310272461563087,0.330684212746174,0.74940936039995,0.24375,0.534861471851272,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV714","DESeq2",57.4619196708921,-4.98477446050459,1.28914193331638,-3.86673827891163,0.000110300690214743,0.0001989028839938,"deseq2",0.0001989028839938,-4.98477446050459,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV714","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.67648801419816,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV714",-3.67648801419816,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV72","DESeq2",28.8568286059683,-8.06019428440417,3.77995026558451,-2.13235458619395,0.0329777077724971,0.0429639759563694,"deseq2",0.0429639759563694,-8.06019428440417,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV72","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.80459625694923,-0.820570432866289,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,-1.35524075384644,1.53890454572668,-2.73719272519296,-3.49245533878045,4.22266473176729,-0.820570432866289,0.242189286111662,0.445598488496546,0.80459625694923,0.617187499999999,0.882147559562146,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV76","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.366524775980627,-3.89146189507863,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,5.44706105715194,5.81693990693599,-2.73597113408778,-8.58472564435337,2.32528760018819,-3.89146189507863,0.000547999460257121,0.0797364089092312,0.366524775980627,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV76","DESeq2",425.55033604569,-11.9413933962189,1.72023351361892,-6.94172814427812,3.87332062548975e-12,1.42021756267957e-10,"deseq2",1.42021756267957e-10,-11.9413933962189,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV795","DESeq2",81.899122611638,-9.55749281619976,1.62313087311995,-5.88830695939419,3.90171932392577e-09,3.90171932392577e-08,"deseq2",3.90171932392577e-08,-9.55749281619976,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV795","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.414124825315795,-2.74609933972913,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA,3.11986914961938,3.46944499354685,-3.36177838612802,-6.90490626759634,2.78671334510012,-2.74609933972913,0.000547999460257121,0.107549563886099,0.414124825315795,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV81","DESeq2",93.0812314649868,-9.75140844777919,2.11117097691504,-4.61895723009062,3.85673335982851e-06,1.0347333404418e-05,"deseq2",1.0347333404418e-05,-9.75140844777919,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV81","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.433877790923717,-2.14450922956004,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,2.11200325942238,2.5041817760733,-3.13072138208619,-6.58076720010588,3.32679298976114,-2.14450922956004,0.000547999460257121,0.105495650089707,0.433877790923717,0.2,0.461206966504706,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV814","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.120740203198815,4.52164109446992,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,-2.7310949676337,-4.52861401381335,5.11526845054444,9.45402680856921,2.12965648022512,4.52164109446992,0.000547999460257121,0.0202653160492647,0.120740203198815,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV814","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.86738201195725,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV814",3.86738201195725,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV814","DESeq2",26.5173815433605,7.54766655978555,1.5471750096942,4.87835345871918,1.06975097418226e-06,3.92500267111363e-06,"deseq2",3.92500267111363e-06,7.54766655978555,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV829","DESeq2",26.616196960807,-7.95028707371586,2.30158992459331,-3.45425872296547,0.000551807725275645,0.000879693475077115,"deseq2",0.000879693475077115,-7.95028707371586,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV829","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.523478946333698,-1.31467643615393,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA,0.0706643067599622,0.652334828035936,-3.09367699577215,-4.71006097496336,3.38736506622534,-1.31467643615393,0.0390780901701758,0.160148624080486,0.523478946333698,0.2421875,0.514421459977451,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV853","DESeq2",33.7799887598566,-2.51483386342437,0.973710732669704,-2.58273199529109,0.00980214345311802,0.014770353148534,"deseq2",0.014770353148534,-2.51483386342437,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
