"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.DOR1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV1218","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.779821977948828,0.970296190588027,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus",2.69428321358029,2.24874125665048,3.47409347757406,1.43373983116937,1.79163504276943,0.970296190588027,0.117192204319805,0.265181484154806,0.779821977948828,0.1671875,0.463912098930481,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1218","DESeq2",44.9886136253485,-1.1688872674116,1.20808945586995,-0.96770606940538,0.33319118606201,0.36980560211278,"deseq2",0.36980560211278,-1.1688872674116,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1227","DESeq2",58.3515972293735,8.88300847158024,1.37619397739739,6.41624722946272,1.39674554774098e-10,1.08516384862953e-09,"deseq2",1.08516384862953e-09,8.88300847158024,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1227","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.118602620953596,5.35652379711229,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera",NA,-3.88901885795263,-5.99516666238354,6.10904661678159,12.111085640044,2.48142471084166,5.35652379711229,0.000547999460257121,0.0160479339860184,0.118602620953596,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1227","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.24975034702614,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1227",4.24975034702614,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1232","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.904128409344394,-0.548487463460375,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,-1.08109744708882,1.9103925050432,-2.9099906427848,-3.78110096205652,6.44981931201788,-0.548487463460375,0.271319277489628,0.559441615417104,0.904128409344394,0.639062499999999,0.922094309331055,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1232","DESeq2",31.8323712630419,-5.30799927028107,2.17775573479646,-2.49434051037933,0.0126191422645003,0.016994232435774,"deseq2",0.016994232435774,-5.30799927028107,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1233","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.63218438301327,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1233",-3.63218438301327,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1233","DESeq2",40.6281019701239,-7.49931774140264,1.41154947050052,-5.31291375240032,1.07886107562879e-07,3.75741271167268e-07,"deseq2",3.75741271167268e-07,-7.49931774140264,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1233","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.527037447335652,-2.24036245194089,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,1.93327899901579,2.34477165100897,-2.88968611677623,-5.43364878632856,2.44185790494314,-2.24036245194089,0.000547999460257121,0.141871154697835,0.527037447335652,0.2,0.498666175676709,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1244","DESeq2",33.2400125358465,8.27614216991673,1.27595239446027,6.48511236224805,8.86656814121919e-11,8.95523382263138e-10,"deseq2",8.95523382263138e-10,8.27614216991673,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1244","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.1233794405515,4.03833505716996,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,-3.72122081804258,-6.2033048504568,5.32309621182825,11.2812075730507,2.75832138845197,4.03833505716996,0.000547999460257121,0.0170937636561803,0.1233794405515,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1244","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.01347023979023,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1244",4.01347023979023,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1253","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.62622983857701,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1253",-3.62622983857701,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1253","DESeq2",41.1938845154072,-7.53482982383879,1.39880658218869,-5.38672231829204,7.17541601415933e-08,2.68413710159294e-07,"deseq2",2.68413710159294e-07,-7.53482982383879,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1253","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.538004080244808,-2.3012590349884,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,2.05093750771397,2.36001161084713,-3.21065048877389,-5.58062629687615,2.4640514428112,-2.3012590349884,0.000547999460257121,0.135916404616494,0.538004080244808,0.2,0.498666175676709,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV13","DESeq2",71.9719702392163,-3.80987099806658,1.1965990757296,-3.16795818373131,0.00153513599299382,0.00246109103638692,"deseq2",0.00246109103638692,-3.80987099806658,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV13","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.7895124406478,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV13",-3.7895124406478,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV13","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.91764793910105,-0.689840872850026,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,2.85123843974293,3.48756553751674,1.63280801334525,-1.82617563757098,3.49170423990849,-0.689840872850026,0.178297322477122,0.446345940049358,0.91764793910105,0.401562499999999,0.790955332189239,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1328","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.62133267869804,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1328",-3.62133267869804,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1328","DESeq2",34.8682461807262,-6.98515680206579,1.64264283744723,-4.24798402745799,2.15702769254871e-05,4.2717607244592e-05,"deseq2",4.2717607244592e-05,-6.98515680206579,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1328","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.553459503740889,-1.64782605753225,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,0.697542668782054,1.37869797963522,-2.85172796766044,-4.60228370559649,2.99902821568127,-1.64782605753225,0.00782930484115282,0.139815531399059,0.553459503740889,0.2109375,0.513526102667581,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1331","DESeq2",34.4749685064416,8.22717705793938,1.35560699805233,6.05711807968402,1.38581864539654e-09,8.23339312853238e-09,"deseq2",8.23339312853238e-09,8.22717705793938,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1331","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.124246271840934,4.51889392645647,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,-3.84697607251289,-5.69898394078713,5.34154041511934,11.2437012396457,2.41470148379489,4.51889392645647,0.000547999460257121,0.0181755170046053,0.124246271840934,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1331","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.01964070563418,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1331",4.01964070563418,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1334","DESeq2",23.5803225821623,-6.78872126908869,1.43607909176651,-4.72678332730872,2.28104437321906e-06,5.4853686117887e-06,"deseq2",5.4853686117887e-06,-6.78872126908869,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1334","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.555758646156289,-1.71524560014545,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,1.11747391216269,1.52087241840583,-3.02228548125811,-4.80373919186217,2.78840399728395,-1.71524560014545,0.000547999460257121,0.163658114091064,0.555758646156289,0.2046875,0.505733200297792,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV141","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.526076932348562,-1.99578172334374,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,0.553921185649725,1.63786962827541,-3.15223264738479,-4.82764379177706,2.16097021479669,-1.99578172334374,0.00782930484115282,0.147051120814505,0.526076932348562,0.2078125,0.512432269363295,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV141","DESeq2",19.6931907617412,-6.54265737681675,1.430192367001,-4.57478715557147,4.76704366716099e-06,1.06993646751836e-05,"deseq2",1.06993646751836e-05,-6.54265737681675,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1415","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.57781529520507,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1415",-3.57781529520507,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV1415","DESeq2",35.3559074365249,-3.58832122064366,1.22450204175244,-2.90862288383195,0.00363024475242805,0.00564084184608051,"deseq2",0.00564084184608051,-3.58832122064366,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1415","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.912368892891665,-0.654188354486672,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,1.59885874874591,1.72055140216037,0.682814248449714,-1.96936943968222,3.11045405654022,-0.654188354486672,0.226564484085857,0.450518057233664,0.912368892891665,0.565625,0.842217848367985,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1426","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.32668761116335,TRUE,"Bacteria","Chloroflexi","Anaerolineae","C10-SB1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1426",4.32668761116335,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1426","DESeq2",67.4807914700705,9.12507800709016,1.33999107757353,6.76980271932554,1.28958118026232e-11,3.25619248016235e-10,"deseq2",3.25619248016235e-10,9.12507800709016,TRUE,"Bacteria","Chloroflexi","Anaerolineae","C10-SB1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1426","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.123099373923057,5.15707864487991,TRUE,"Bacteria","Chloroflexi","Anaerolineae","C10-SB1A",NA,NA,NA,-3.82642615046922,-6.11811083308908,6.35081528093905,12.5562891275215,2.61975904480726,5.15707864487991,0.000547999460257121,0.0168146764157011,0.123099373923057,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1498","DESeq2",21.8609382250325,-6.6108599058322,1.4771444601606,-4.4755219200346,7.62248775940132e-06,1.63802396531816e-05,"deseq2",1.63802396531816e-05,-6.6108599058322,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
