"TaxaID","rab.all","rab.win.control","rab.win.DOR1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV714",1.94154437495846,2.99906999024928,-2.91348409060895,-5.71919227621623,2.82060403647525,-2.11172199758082,0.000547999460257121,0.123793994053084,0.512295516595201,0.2,0.501518012328302,"ALDEx2",0.512295516595201,-2.11172199758082,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA
"ASV725",0.187753914811643,-4.05512193069774,6.30289985820664,10.3905924707259,3.92329809354854,2.54278058828839,0.000547999460257121,0.0504571775051191,0.237177563193452,0,0,"ALDEx2",0.237177563193452,2.54278058828839,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"ASV795",2.81825270699448,3.12203055472899,-2.76004890568594,-6.07157694631724,2.54892088975729,-2.63230180537185,0.000547999460257121,0.122253548706754,0.498210731092633,0.2,0.501518012328302,"ALDEx2",0.498210731092633,-2.63230180537185,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA
"ASV814",-3.17237003418817,-5.06094836567088,5.55553388132207,10.6136500222935,2.01926328071297,5.93912898104566,0.000547999460257121,0.0177359040741695,0.121800129969905,0,0,"ALDEx2",0.121800129969905,5.93912898104566,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV829",-0.165658881479952,0.34273472598213,-3.19011632741404,-4.28354709354142,3.16646048768023,-1.24964657028244,0.0390780901701758,0.192284024990524,0.638038297783888,0.2625,0.56547308391897,"ALDEx2",0.638038297783888,-1.24964657028244,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA
"ASV853",2.7737453522039,2.07794026296106,3.60980352143599,1.79078433543276,1.13866771913749,1.52031610752387,0.023281977911024,0.143180670539046,0.496307400139388,0.0203125,0.0593541109625668,"ALDEx2",0.496307400139388,1.52031610752387,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA
"ASV861",0.845075562062738,1.36975391170808,-2.97881701258844,-4.63251624866641,2.40757453245255,-1.62795641419644,0.00789046640005469,0.146707259447078,0.544284553747801,0.21875,0.51684799407107,"ALDEx2",0.544284553747801,-1.62795641419644,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",NA
"ASV882",1.00886737120586,1.82501377075371,-3.3097220643054,-5.03096115085526,2.14035490107419,-2.19496260587243,0.000547999460257121,0.132781634466851,0.524604057013785,0.203125,0.506439887328302,"ALDEx2",0.524604057013785,-2.19496260587243,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA
"ASV889",2.91238657339317,-3.85938661617464,4.63708795461085,8.51930267942871,5.19838682309738,1.33827557298302,0.000547999460257121,0.137354035980108,0.489075400304642,0,0,"ALDEx2",0.489075400304642,1.33827557298302,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV901",1.912707414568,1.13481116809014,5.02045727866169,3.89183357357171,1.33785701484424,3.41145267169857,0.000547999460257121,0.149250881097355,0.522345049915332,0,0,"ALDEx2",0.522345049915332,3.41145267169857,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV976",1.51116368721881,1.51116368721881,1.47806376778635,-0.115407483122941,3.76076515044854,-0.0215552862983351,0.496124050418246,0.711176426320091,0.997445913236143,0.821874999999999,0.998497596153846,"ALDEx2",0.997445913236143,-0.0215552862983351,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA
"ASV1015",0.0132224944545438,-3.77385887870531,5.50740890304556,9.23536283747301,3.79862154900666,2.70042809919193,0.000547999460257121,0.0541896800643672,0.248776953440648,0,0,"ALDEx2",0.248776953440648,2.70042809919193,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquibacter",NA
"ASV1030",1.21480880975435,1.63884435481463,-3.07426006848821,-4.71364422506335,2.85089425915667,-1.66357180648778,0.000547999460257121,0.160211269650836,0.558769247132056,0.2046875,0.510070122209059,"ALDEx2",0.558769247132056,-1.66357180648778,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA
